Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
36853-MAH,Female,27,No,Maharashtra,8,2,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.9,3545.35,0,0,889.48,4434.83,Churned,Dissatisfaction,"Lack of self-service on Website"
69406-AND,Female,35,No,"Andhra Pradesh",2,26,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",24.45,1709.1,0,0,1480.32,3189.42,Stayed,Others,Others
15588-BIH,Female,20,Yes,Bihar,13,7,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.7,1421.9,0,0,2013.84,3435.74,Stayed,Others,Others
45654-PUN,Female,26,Yes,Punjab,7,19,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.4,229.55,8.74,0,43.8,264.61,Churned,Dissatisfaction,"Product dissatisfaction"
44434-ASS,Female,73,No,Assam,15,12,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",101.5,5373.1,0,0,1808.46,7181.56,Churned,Price,"Lack of affordable download/upload speed"
37598-UTT,Male,63,No,"Uttar Pradesh",5,30,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.75,5742.9,0,0,2113.2,7856.1,Churned,Dissatisfaction,"Service dissatisfaction"
83600-MAH,Female,31,No,Maharashtra,9,1,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",110.65,6526.65,0,0,2201.1,8727.75,Stayed,Others,Others
39193-TAM,Female,68,Yes,"Tamil Nadu",1,21,"Deal 3",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",83.85,2674.15,11.37,0,372.93,3035.71,Stayed,Others,Others
48712-GUJ,Female,56,Yes,Gujarat,1,2,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",44.4,44.4,0,0,26.53,70.93,Churned,Attitude,"Attitude of support person"
33051-UTT,Male,45,No,"Uttar Pradesh",5,16,"Deal 2",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",85.3,4297.95,0,0,696.29,4994.24,Stayed,Others,Others
77868-JAM,Male,35,No,"Jammu & Kashmir",1,15,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Mailed Check",25.5,215.2,0,0,0,215.2,Churned,Attitude,"Attitude of support person"
91456-ASS,Male,73,Yes,Assam,11,35,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",99.75,4036,0,0,391.17,4427.17,Stayed,Others,Others
36634-PUN,Male,46,No,Punjab,1,2,"Deal 1",Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",66.1,4428.45,0,0,2488.86,6917.31,Stayed,Others,Others
41662-PUN,Female,18,No,Punjab,6,12,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.55,295.95,0,0,519.45,815.4,Stayed,Others,Others
22463-JAM,Female,30,Yes,"Jammu & Kashmir",10,5,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",98.85,4947.55,0,130,2433.72,7511.27,Stayed,Others,Others
25826-MAH,Male,69,No,Maharashtra,8,21,None,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,"Two Year",No,"Mailed Check",49.2,447.9,0,0,63.99,511.89,Stayed,Others,Others
36589-UTT,Female,56,No,"Uttar Pradesh",13,29,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.9,20.9,0,0,15.51,36.41,Churned,Dissatisfaction,"Limited range of services"
54366-WES,Male,32,No,"West Bengal",10,13,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",19.5,516.3,0,0,89.5,605.8,Stayed,Others,Others
56436-UTT,Female,53,Yes,"Uttar Pradesh",14,16,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",87,1850.65,0,0,1070.96,2921.61,Stayed,Others,Others
43387-MAD,Male,44,No,"Madhya Pradesh",3,16,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",49,749.25,0,0,176.25,925.5,Stayed,Others,Others
42084-BIH,Female,36,Yes,Bihar,2,21,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",90.1,2598.95,0,0,512.68,3111.63,Churned,Dissatisfaction,"Poor expertise of online support"
79991-HAR,Female,36,No,Haryana,7,14,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.5,4707.1,0,0,1793.05,6500.15,Stayed,Others,Others
12225-TAM,Female,25,No,"Tamil Nadu",13,14,"Deal 1",Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Mailed Check",85.25,5714.2,1.31,0,583.57,6296.46,Stayed,Others,Others
76472-TAM,Female,75,Yes,"Tamil Nadu",13,22,"Deal 4",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",74.7,1294.6,0,20,379.62,1694.22,Stayed,Others,Others
96409-MAD,Female,42,Yes,"Madhya Pradesh",11,1,"Deal 2",Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",60.15,3753.2,0,0,2089.4,5842.6,Stayed,Others,Others
42942-MAH,Female,46,No,Maharashtra,12,14,None,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",80.55,3263.9,0,0,252.56,3516.46,Stayed,Others,Others
41987-JAM,Male,60,No,"Jammu & Kashmir",0,24,"Deal 2",Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",50.15,2139.1,0,0,810.48,2949.58,Stayed,Others,Others
56831-CHH,Female,58,Yes,Chhattisgarh,2,35,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",94.45,5042.75,0,0,1795.64,6838.39,Stayed,Others,Others
21722-AND,Male,43,No,"Andhra Pradesh",10,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",20.05,1036,0,0,1586.88,2622.88,Stayed,Others,Others
82030-ASS,Female,81,Yes,Assam,8,5,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",115.6,6431.05,0,0,2360.34,8791.39,Stayed,Others,Others
31688-CHH,Female,25,Yes,Chhattisgarh,0,8,None,No,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",45.3,2145,0,140,0,2285,Churned,Price,"Price too high"
96903-BIH,Female,37,No,Bihar,14,27,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.65,2404.85,0,0,616.32,3021.17,Stayed,Others,Others
97435-UTT,Male,37,No,"Uttar Pradesh",11,35,"Deal 3",Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",80.6,2651.1,0,0,1150.05,3801.15,Stayed,Others,Others
48942-TEL,Female,57,Yes,Telangana,5,6,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",85.25,5538.35,0,0,2828.1,8366.45,Stayed,Others,Others
97908-GUJ,Female,57,Yes,Gujarat,10,9,"Deal 4",No,No,Yes,Cable,No,No,Yes,Yes,No,No,No,No,"Two Year",No,"Credit Card",35.4,450.4,0,100,0,550.4,Stayed,Others,Others
96185-RAJ,Male,23,No,Rajasthan,3,12,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",83.5,5435,0,0,847.35,6282.35,Stayed,Others,Others
25214-BIH,Female,50,No,Bihar,9,16,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",83.8,1900.25,0,0,892.63,2792.88,Churned,Attitude,"Attitude of support person"
12929-RAJ,Female,30,Yes,Rajasthan,7,10,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.6,1334.5,0,0,1202.24,2536.74,Stayed,Others,Others
58826-TAM,Female,27,No,"Tamil Nadu",8,8,None,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",56.75,503.25,0,30,303,836.25,Stayed,Others,Others
94635-ODI,Female,37,No,Odisha,3,28,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",20.1,1460.85,0,0,1020.24,2481.09,Stayed,Others,Others
99101-KER,Female,57,Yes,Kerala,9,25,"Deal 3",Yes,No,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",98.8,2807.1,0,0,1397.8,4204.9,Stayed,Others,Others
71291-DEL,Male,75,No,Delhi,7,3,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",104.85,6312.9,0,0,1409.88,7722.78,Stayed,Others,Others
67857-TAM,Female,33,No,"Tamil Nadu",13,33,None,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",73,3001.2,0,0,652.31,3653.51,Churned,Competitor,"Competitor offered higher download speeds"
49309-UTT,Female,49,No,Uttarakhand,2,30,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",77.85,3365.85,0,0,2112.59,5478.44,Churned,Price,"Lack of affordable download/upload speed"
26473-BIH,Male,67,No,Bihar,7,7,"Deal 3",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",105.45,2715.3,0,0,64.48,2779.78,Stayed,Others,Others
15175-GUJ,Female,53,Yes,Gujarat,14,27,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.8,1743.05,0,0,202.92,1945.97,Stayed,Others,Others
64209-KAR,Female,43,Yes,Karnataka,10,24,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",24.25,1784.5,49.76,0,3427.2,5161.94,Stayed,Others,Others
11310-RAJ,Female,78,Yes,Rajasthan,0,15,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",102.15,4735.35,0,0,1535.4,6270.75,Stayed,Others,Others
43447-KAR,Female,44,Yes,Karnataka,2,15,None,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",64.85,2010.95,0,0,496.64,2507.59,Stayed,Others,Others
86443-MAH,Male,21,Yes,Maharashtra,3,10,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",25.25,996.45,0,0,1689.61,2686.06,Stayed,Others,Others
74345-KAR,Female,57,No,Karnataka,14,7,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",24.75,1715.1,0,0,2372.5,4087.6,Stayed,Others,Others
78274-PUD,Female,36,Yes,Puducherry,8,16,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.75,5238.9,0,0,2698.3,7937.2,Churned,Price,"Long distance charges"
46661-TEL,Female,49,Yes,Telangana,15,31,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.65,225.75,0,0,448.36,674.11,Stayed,Others,Others
54479-GUJ,Female,63,Yes,Gujarat,11,15,"Deal 2",Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",74.45,3721.9,0,0,367.99,4089.89,Stayed,Others,Others
11799-MAH,Male,45,No,Maharashtra,5,23,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",99.4,5943.65,0,0,924.15,6867.8,Stayed,Others,Others
54289-BIH,Female,44,Yes,Bihar,10,34,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",19.15,477.6,0,0,477.25,954.85,Stayed,Others,Others
33490-BIH,Female,43,Yes,Bihar,13,9,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.5,69.5,0,0,8.31,77.81,Churned,Dissatisfaction,"Product dissatisfaction"
14610-CHH,Female,56,No,Chhattisgarh,0,25,"Deal 4",Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",49.45,1119.35,0,0,594.55,1713.9,Stayed,Others,Others
17664-KAR,Female,30,No,Karnataka,13,22,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",73.7,1558.7,0,0,599.34,2158.04,Stayed,Others,Others
41417-JHA,Female,41,Yes,Jharkhand,10,2,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.7,79.7,0,0,33.88,113.58,Churned,Dissatisfaction,"Poor expertise of online support"
65868-RAJ,Female,80,Yes,Rajasthan,4,8,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",-1,343.95,0,20,33.3,397.25,Churned,Competitor,"Competitor offered more data"
48513-TAM,Male,65,No,"Tamil Nadu",1,12,"Deal 3",Yes,No,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",74.4,1712.9,0,0,788.64,2501.54,Stayed,Others,Others
72588-RAJ,Female,77,No,Rajasthan,4,18,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,"Credit Card",88.3,2467.75,0,0,457.38,2925.13,Churned,Other,"Don't know"
93542-TEL,Female,36,Yes,Telangana,5,16,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",19.8,1397.65,0,0,819.7,2217.35,Stayed,Others,Others
86778-ASS,Female,74,Yes,Assam,8,8,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",75.55,349.65,0,0,211.65,561.3,Churned,Competitor,"Competitor had better devices"
11288-MAD,Male,52,No,"Madhya Pradesh",6,24,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",20.2,917.45,0,0,2112.32,3029.77,Stayed,Others,Others
58750-MAH,Female,33,Yes,Maharashtra,12,15,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",20.1,1087.7,0,0,1520.19,2607.89,Stayed,Others,Others
49350-UTT,Female,36,No,"Uttar Pradesh",1,1,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Mailed Check",71.1,71.1,0,0,10.19,81.29,Churned,Competitor,"Competitor made better offer"
84937-PUN,Female,76,Yes,Punjab,2,32,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Credit Card",100.5,6029,0,0,1660.8,7689.8,Stayed,Others,Others
33317-RAJ,Male,55,No,Rajasthan,1,25,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",62.8,2278.75,16.97,0,166.5,2428.28,Stayed,Others,Others
59029-PUN,Female,45,No,Punjab,8,31,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",70.45,70.45,0,10,42.87,123.32,Churned,Competitor,"Competitor had better devices"
91731-BIH,Male,34,Yes,Bihar,9,36,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",100.35,2799,0,0,216.44,3015.44,Stayed,Others,Others
18064-KER,Female,74,No,Kerala,5,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",20.3,459.95,0,0,441.36,901.31,Stayed,Others,Others
59246-MAH,Male,32,Yes,Maharashtra,6,20,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",92.05,5755.8,14.21,0,1480.56,7222.15,Stayed,Others,Others
44134-KAR,Female,38,No,Karnataka,1,8,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",20.15,390.85,0,0,161.1,551.95,Churned,Attitude,"Attitude of support person"
27332-KAR,Female,20,No,Karnataka,3,9,None,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",54.2,308.25,0,0,18.05,326.3,Churned,Dissatisfaction,"Network reliability"
73060-MAH,Male,61,Yes,Maharashtra,14,16,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.35,442.6,0,0,849.2,1291.8,Stayed,Others,Others
29609-AND,Male,55,No,"Andhra Pradesh",13,16,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Mailed Check",70.75,70.75,0,0,26,96.75,Churned,Dissatisfaction,"Service dissatisfaction"
32720-RAJ,Female,30,Yes,Rajasthan,13,4,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",102.35,3626.1,0,0,1394.4,5020.5,Churned,Price,"Price too high"
18417-GUJ,Female,77,Yes,Gujarat,9,18,None,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",50.5,2566.3,0,0,0,2566.3,Stayed,Others,Others
28145-TEL,Female,23,No,Telangana,11,2,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85,2624.25,0,0,144.6,2768.85,Churned,Other,"Don't know"
27174-TEL,Female,35,No,Telangana,12,20,"Deal 1",No,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",42.1,2962,0,0,0,2962,Stayed,Others,Others
36981-UTT,Male,68,No,Uttarakhand,0,9,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",75.65,1146.65,0,0,695.7,1842.35,Churned,Attitude,"Attitude of support person"
89201-AND,Male,32,No,"Andhra Pradesh",10,23,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",114.6,7882.5,0,0,1866.9,9749.4,Stayed,Others,Others
61700-RAJ,Female,40,No,Rajasthan,1,36,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",65.7,4378.9,0,0,2119.92,6498.82,Stayed,Others,Others
48404-ASS,Male,65,Yes,Assam,11,4,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",74,4052.4,0,0,2359.5,6411.9,Stayed,Others,Others
67513-JAM,Female,62,Yes,"Jammu & Kashmir",14,17,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",85.45,4874.7,0,90,2355.1,7319.8,Churned,Competitor,"Competitor made better offer"
58047-MAH,Male,76,Yes,Maharashtra,0,4,None,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes,"One Year",Yes,"Credit Card",71.1,4140.1,0,0,2745.12,6885.22,Stayed,Others,Others
92273-WES,Male,35,Yes,"West Bengal",8,7,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",109.55,8165.1,0,0,3182.4,11347.5,Stayed,Others,Others
78971-TAM,Female,31,No,"Tamil Nadu",4,28,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.5,563.05,0,0,1185.24,1748.29,Stayed,Others,Others
35603-UTT,Female,43,No,Uttarakhand,5,34,None,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",74.55,4191.45,0,0,765.72,4957.17,Stayed,Others,Others
82343-MAH,Female,69,No,Maharashtra,8,25,"Deal 3",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",79.85,1857.75,0,0,97.44,1955.19,Stayed,Others,Others
43189-TAM,Male,67,Yes,"Tamil Nadu",3,36,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",79.6,3974.7,16.73,0,1270.92,5228.89,Stayed,Others,Others
84034-UTT,Male,68,Yes,Uttarakhand,7,3,None,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Mailed Check",73.35,931.55,49.02,0,532.87,1415.4,Stayed,Others,Others
48463-UTT,Female,23,Yes,"Uttar Pradesh",1,12,"Deal 2",Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",No,"Bank Withdrawal",70.1,4048.95,0,0,2753.26,6802.21,Stayed,Others,Others
62078-BIH,Female,39,Yes,Bihar,3,23,"Deal 4",Yes,No,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",54.4,957.1,0,0,809.46,1766.56,Stayed,Others,Others
62103-BIH,Female,49,No,Bihar,5,32,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",19.55,521.8,0,0,1448.84,1970.64,Stayed,Others,Others
83796-UTT,Female,59,No,"Uttar Pradesh",1,10,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,"Two Year",No,"Credit Card",74.55,5430.65,0,0,1572.48,7003.13,Stayed,Others,Others
46804-BIH,Female,44,No,Bihar,1,25,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",23.9,1626.4,0,0,1348.29,2974.69,Stayed,Others,Others
83591-WES,Female,65,No,"West Bengal",4,3,"Deal 1",No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",44.6,3058.15,0,0,0,3058.15,Stayed,Others,Others
26761-GUJ,Male,46,No,Gujarat,3,13,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.5,829.1,0,0,172.98,1002.08,Churned,Dissatisfaction,"Limited range of services"
81949-HAR,Female,24,Yes,Haryana,11,3,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.5,1916.2,0,0,774.2,2690.4,Stayed,Others,Others
88674-JAM,Female,56,No,"Jammu & Kashmir",3,6,"Deal 1",Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",78.6,5356.45,0,0,2027.22,7383.67,Churned,Competitor,"Competitor made better offer"
63662-TAM,Male,25,Yes,"Tamil Nadu",6,30,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,No,No,Yes,"One Year",No,"Credit Card",104.5,6590.8,0,0,1351.35,7942.15,Stayed,Others,Others
75202-MAD,Female,40,Yes,"Madhya Pradesh",3,4,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",61.4,438.9,0,0,110.88,549.78,Stayed,Others,Others
57152-HAR,Female,21,Yes,Haryana,5,2,None,No,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",43.95,2960.1,0,0,0,2960.1,Stayed,Others,Others
79206-UTT,Female,35,No,"Uttar Pradesh",13,2,"Deal 5",Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",25.9,135,0,0,200.25,335.25,Churned,Other,Moved
23361-UTT,Female,35,Yes,"Uttar Pradesh",13,28,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",80.55,653.9,2.28,0,293.13,944.75,Stayed,Others,Others
43029-TEL,Male,37,No,Telangana,1,34,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,No,Yes,Yes,Yes,"Two Year",No,"Credit Card",99.65,4630.2,9.35,0,2265.96,6886.81,Stayed,Others,Others
99834-GUJ,Female,71,Yes,Gujarat,7,22,"Deal 2",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",97.95,5867,0,0,1023,6890,Stayed,Others,Others
